pathogen,PathogenID,PathogenTaxID,pc1,pc2,Host,HostID,HostTaxID,HType,Hc1,Hc2,papersNO,seqNO
psittaciform 1 bornavirus,26200966,1548713,virus,virus,poicephalus gulielmi,3708138,241588,host,aves,aves,NULL,1
psittaciform 1 bornavirus,26200966,1548713,virus,virus,poicephalus rueppellii,25939171,1549155,host,aves,aves,NULL,4
psittaciform 1 bornavirus,26200966,1548713,virus,virus,poicephalus senegalus,3648349,176045,host,aves,aves,NULL,1
psittaciform 1 bornavirus,26200966,1548713,virus,virus,psittacara wagleri,24329287,867391,host,aves,aves,NULL,1
psittaciform 1 bornavirus,26200966,1548713,virus,virus,psittacus erithacus,3490309,57247,host,aves,aves,NULL,1
psittaciform 1 bornavirus,26200966,1548713,virus,virus,psittacus erithacus,3490309,57247,host,aves,aves,1,8
psittaciform 1 bornavirus,26200966,1548713,virus,virus,pyrrhura griseipectus,3768537,311890,host,aves,aves,NULL,1
psittaciform 1 bornavirus,26200966,1548713,virus,virus,schoeniclus spodocephala,3602236,125294,host,aves,aves,NULL,1
psittaciform 1 bornavirus,26200966,1548713,virus,virus,tanygnathus lucionensis,3766625,309852,host,aves,aves,NULL,1
psittacine adenovirus 1,3774715,318592,virus,virus,poicephalus gulielmi,3708138,241588,host,aves,aves,NULL,1
psittacine adenovirus 1,3774715,318592,virus,virus,poicephalus senegalus,3648349,176045,host,aves,aves,NULL,1
psittacine adenovirus 1,3774715,318592,virus,virus,psittacula alexandri,3700384,232635,host,aves,aves,NULL,1
psittacine adenovirus 2,27533647,1301246,virus,virus,cyanoramphus novaezelandiae,3589360,114435,host,aves,aves,NULL,1
psittacine adenovirus 2,27533647,1301246,virus,virus,melopsittacus undulatus,3438183,13146,host,aves,aves,NULL,2
psittacine adenovirus 2,27533647,1301246,virus,virus,neophema splendida,3931190,492514,host,aves,aves,NULL,2
psittacine adenovirus 2,27533647,1301246,virus,virus,nymphicus hollandicus,3438222,13180,host,aves,aves,NULL,1
psittacine adenovirus 2,27533647,1301246,virus,virus,platycercus eximius,3616838,141282,host,aves,aves,NULL,2
psittacine adenovirus 3,27614371,1580497,virus,virus,amazona farinosa,3626101,151760,host,aves,aves,NULL,2
pteronotus parnellii polyomavirus 1,27629005,1606501,virus,virus,pteronotus parnellii,3494225,59476,host,bats,mammals,NULL,1
pteropine herpesvirus 2,27540817,1324804,virus,virus,pteropus vampyrus,3609051,132908,host,bats,mammals,NULL,1
pteropine orthoreovirus,25926061,1459003,virus,virus,eonycteris spelaea,3491732,58065,host,bats,mammals,NULL,50
pteropine orthoreovirus,25926061,1459003,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,12
pteropine orthoreovirus,25926061,1459003,virus,virus,pteropus poliocephalus,3433247,9403,host,bats,mammals,3,10
pteropine orthoreovirus,25926061,1459003,virus,virus,pteropus vampyrus,3609051,132908,host,bats,mammals,1,10
pteropine orthoreovirus,25926061,1459003,virus,virus,rousettus amplexicaudatus,3491767,58083,host,bats,mammals,NULL,40
pteropine orthoreovirus,25926061,1459003,virus,virus,rousettus leschenaultii,3433257,9408,host,bats,mammals,NULL,2
pteropine orthoreovirus,25926061,1459003,virus,virus,rousettus leschenaultii,3433257,9408,host,bats,mammals,NULL,30
pteropox virus,27721481,1873698,virus,virus,pteropus scapulatus,3554537,94117,host,bats,mammals,NULL,2
pteropus alecto paramyxovirus,27317882,1562767,virus,virus,pteropus alecto,3433245,9402,host,bats,mammals,NULL,7
pteropus conspicillatus paramyxovirus,27317890,1562769,virus,virus,pteropus conspicillatus,3784032,328804,host,bats,mammals,NULL,1
pteropus giganteus papillomavirus type 1,27755415,1384489,virus,virus,pteropus giganteus,3618717,143291,host,bats,mammals,NULL,2
pteropus lylei simplexvirus 1,3994644,570425,virus,virus,pteropus lylei,3639202,166054,host,bats,mammals,NULL,1
pteropus poliocephalus paramyxovirus,27317884,1562768,virus,virus,pteropus poliocephalus,3433247,9403,host,bats,mammals,NULL,5
pteropus scapulatus paramyxovirus,27597694,1562766,virus,virus,pteropus scapulatus,3554537,94117,host,bats,mammals,NULL,8
puma concolor gammaherpesvirus 1,26747805,1452542,virus,virus,puma concolor,3433725,9696,host,carnivores,mammals,NULL,1
puma lentivirus,3437824,12804,virus,virus,puma concolor,3433725,9696,host,carnivores,mammals,NULL,1
puma lentivirus,3437824,12804,virus,virus,puma concolor,3433725,9696,host,carnivores,mammals,4,NULL
puma lentivirus,3437824,12804,virus,virus,puma concolor,3433725,9696,host,carnivores,mammals,10,NULL
punta toro virus,3436426,11587,virus,virus,homo sapiens,3433574,9606,host,human,mammals,4,33
puumala virus,3436458,11604,virus,virus,apodemus agrarius,3458388,39030,host,rodents,mammals,NULL,1
puumala virus,3436458,11604,virus,virus,apodemus agrarius,3458388,39030,host,rodents,mammals,15,NULL
puumala virus,3436458,11604,virus,virus,apodemus flavicollis,3484976,54292,host,rodents,mammals,15,NULL
puumala virus,3436458,11604,virus,virus,apodemus sylvaticus,3434424,10129,host,rodents,mammals,7,NULL
puumala virus,3436458,11604,virus,virus,homo sapiens,3433574,9606,host,human,mammals,37,244
puumala virus,3436458,11604,virus,virus,meriones tamariscinus,3941531,504099,host,rodents,mammals,NULL,1
puumala virus,3436458,11604,virus,virus,mesocricetus auratus,3434286,10036,host,rodents,mammals,4,NULL
puumala virus,3436458,11604,virus,virus,microtus agrestis,3443349,29092,host,rodents,mammals,6,NULL
puumala virus,3436458,11604,virus,virus,microtus arvalis,3472720,47230,host,rodents,mammals,16,NULL
puumala virus,3436458,11604,virus,virus,myodes glareolus,3891106,447135,host,rodents,mammals,NULL,1
puumala virus,3436458,11604,virus,virus,myodes glareolus,3891106,447135,host,rodents,mammals,190,685
puumala virus,3436458,11604,virus,virus,myodes regulus,3533606,82464,host,rodents,mammals,4,38
puumala virus,3436458,11604,virus,virus,myodes rufocanus,3960288,527686,host,rodents,mammals,NULL,1
puumala virus,3436458,11604,virus,virus,myodes rufocanus,3960288,527686,host,rodents,mammals,NULL,2
puumala virus,3436458,11604,virus,virus,myodes rufocanus,3960288,527686,host,rodents,mammals,NULL,3
puumala virus,3436458,11604,virus,virus,myodes rufocanus,3960288,527686,host,rodents,mammals,8,32
puumala virus,3436458,11604,virus,virus,rattus norvegicus,3434405,10116,host,rodents,mammals,5,NULL
pygmy chimpanzee polyomavirus,4180248,887568,virus,virus,pan paniscus,3433556,9597,host,primates,mammals,NULL,1
pygoscelis adeliae papillomavirus,27779081,1480065,virus,virus,pygoscelis adeliae,3432971,9238,host,aves,aves,NULL,2
qian hu shan virus,4099241,745387,virus,virus,sorex cylindricauda,3732635,268767,host,other mammals,mammals,1,3
quailpox virus,3849145,400570,virus,virus,coturnix coturnix,3432724,9091,host,aves,aves,NULL,1
quezon virus,26303148,1841195,virus,virus,rousettus amplexicaudatus,3491767,58083,host,bats,mammals,NULL,6
rabbit bocaparvovirus,27190778,1769949,virus,virus,oryctolagus cuniculus,3434201,9986,host,rabbits and hares,mammals,NULL,2
rabbit calicivirus australia 1,27087910,1889900,virus,virus,oryctolagus cuniculus,3434201,9986,host,rabbits and hares,mammals,4,45
rabbit coronavirus,27190780,1898672,virus,virus,oryctolagus cuniculus,3434201,9986,host,rabbits and hares,mammals,1,6
